Age,Industry_grouped,JobTitle_grouped,Salary,AdditionalComp,Country_cleaned,ExperienceOverall,ExperienceField,Education,Gender,Race
25-34,Logistics,Management,94000.0,3000.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Other,Administrative,58000.0,6000.0,United States,11 - 20 years,1 year or less,Some college,Woman,Black or African American
25-34,Marketing,Marketing & Communications,86000.0,,Australia,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Consulting,Executive,105000.0,15750.0,United States,5-7 years,5-7 years,Master's degree,Man,White
25-34,Legal,Management,76200.0,10000.0,United States,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Consulting,Management,140000.0,17000.0,United States,2 - 4 years,2 - 4 years,PhD,Woman,
45-54,Legal,Legal,75000.0,3500.0,United States,21 - 30 years,11 - 20 years,Some college,Woman,White
45-54,Government,Administrative,76500.0,,United States,21 - 30 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
25-34,Legal,Administrative,305000.0,150000.0,United States,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin"
25-34,Construction & Real Estate,Engineering & IT,100000.0,,Australia,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Management,105000.0,,United States,11 - 20 years,11 - 20 years,,Woman,White
45-54,Education,Education & Training,88000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Engineering & IT,71400.0,,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Education,Education & Training,42000.0,0.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Government,Management,31000.0,,United States,8 - 10 years,8 - 10 years,College degree,Man,White
25-34,Other,Executive,60000.0,,United Kingdom,11 - 20 years,2 - 4 years,Master's degree,Woman,White
35-44,Education,Education & Training,80000.0,0.0,United States,2 - 4 years,2 - 4 years,PhD,Woman,White
25-34,Engineering & Manufacturing,Management,98000.0,7000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
35-44,Education,Management,82570.0,,Australia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Marketing,Engineering & IT,45000.0,,United States,11 - 20 years,2 - 4 years,College degree,Woman,White
35-44,Healthcare,Management,91200.0,8000.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Finance,Engineering & IT,66463.0,1000.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Government,Executive,137500.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Healthcare,Engineering & IT,52000.0,0.0,United States,2 - 4 years,1 year or less,Master's degree,Woman,White
25-34,Tech,Management,177000.0,10000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
25-34,Tech,Management,65000.0,0.0,United States,5-7 years,5-7 years,College degree,Woman,White
35-44,Healthcare,Human Resources,80000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Legal,Legal,60000.0,500.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Marketing,Engineering & IT,62000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Management,150000.0,75000.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Executive,51000.0,4200.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Other,Management,135000.0,20250.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
35-44,Tech,Legal,82000.0,8500.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Construction & Real Estate,Other,48000.0,0.0,United States,8 - 10 years,2 - 4 years,Some college,Woman,White
35-44,Finance,Engineering & IT,70000.0,,United States,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Middle Eastern or Northern African, White"
25-34,Engineering & Manufacturing,Sales,84000.0,10000.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Logistics,Engineering & IT,75000.0,20000.0,United States,21 - 30 years,2 - 4 years,College degree,Man,White
45-54,Tech,Management,165000.0,22500.0,United States,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Education,Consulting,45000.0,,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Management,70500.0,,United States,21 - 30 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
35-44,Legal,Marketing & Communications,85000.0,3000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Legal,Administrative,230000.0,40000.0,United States,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
45-54,Government,Administrative,108000.0,,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Management,36000.0,226000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Marketing,Management,100000.0,2500.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Healthcare,Management,52000.0,2000.0,United States,5-7 years,5-7 years,College degree,Woman,White
35-44,Tech,Data & Analytics,41000.0,0.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Finance,Management,89000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Education,Education & Training,65000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
55-64,Engineering & Manufacturing,Engineering & IT,50000.0,5000.0,United States,41 years or more,31 - 40 years,Some college,Man,White
45-54,Government,Executive,69828.0,200.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,107000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Healthcare,Management,133750.0,25000.0,United Kingdom,21 - 30 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer
18-24,Education,Education & Training,32500.0,0.0,United States,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
25-34,Healthcare,Data & Analytics,72800.0,,United States,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Education,Executive,62500.0,,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Government,Data & Analytics,60000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Management,62000.0,13000.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Other,Other,75000.0,7500.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Government,Executive,120000.0,5000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Management,95000.0,5000.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Education,Education & Training,55000.0,7000.0,United States,5-7 years,5-7 years,Master's degree,Non-binary,White
25-34,Construction & Real Estate,Data & Analytics,69000.0,5000.0,United States,2 - 4 years,5-7 years,Master's degree,Woman,White
45-54,Tech,Data & Analytics,68000.0,2000.0,United States,21 - 30 years,5-7 years,Some college,Woman,White
25-34,Tech,Project & Program Management,37440.0,14000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
55-64,Tech,Executive,57117.0,0.0,United States,31 - 40 years,11 - 20 years,Some college,Woman,White
35-44,Tech,Executive,44400.0,,Canada,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Government,Executive,44200.0,5000.0,Singapore,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
35-44,Tech,Management,130000.0,10000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Management,173000.0,20000.0,United States,11 - 20 years,5-7 years,College degree,Man,Asian or Asian American
25-34,Education,Education & Training,48000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Legal,Legal,35000.0,500.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Education,Executive,62000.0,0.0,United States,1 year or less,1 year or less,PhD,Woman,White
25-34,Tech,Management,138000.0,50000.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Tech,Executive,108160.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
55-64,Finance,Data & Analytics,120000.0,12000.0,United States,31 - 40 years,21 - 30 years,Some college,Woman,White
25-34,Finance,Education & Training,53000.0,,United States,5-7 years,5-7 years,College degree,Man,White
25-34,Legal,Other,79000.0,,United States,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Marketing,Executive,37800.0,0.0,Singapore,5-7 years,5-7 years,College degree,Man,Asian or Asian American
25-34,Healthcare,Executive,158000.0,10000.0,United States,8 - 10 years,8 - 10 years,,Woman,Another option not listed here or prefer not to answer
35-44,Other,Management,59200.0,532.8,Canada,8 - 10 years,8 - 10 years,Some college,Woman,White
45-54,Logistics,Management,95000.0,5000.0,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Finance,Management,100000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Tech,Management,110000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
35-44,Government,Management,61000.0,,United States,11 - 20 years,5-7 years,College degree,Man,White
35-44,Marketing,Human Resources,101000.0,15000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Engineering & Manufacturing,Management,208000.0,0.0,Australia,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Consulting,Management,70000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Education,Executive,106000.0,0.0,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,"Native American or Alaska Native, White"
35-44,Tech,Management,139000.0,25000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Government,Education & Training,94000.0,2000.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
55-64,Legal,Marketing & Communications,225000.0,65000.0,United States,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,White
25-34,Tech,Management,63000.0,2000.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Consulting,109000.0,10900.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Tech,Management,185000.0,250000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Education,Management,87000.0,0.0,United States,11 - 20 years,5-7 years,PhD,Woman,White
25-34,Tech,Engineering & IT,100000.0,3000.0,United States,8 - 10 years,8 - 10 years,College degree,Man,White
35-44,Engineering & Manufacturing,Executive,211000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,
35-44,Education,Education & Training,68000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Data & Analytics,50000.0,1000.0,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,White
18-24,Media & Entertainment,Other,48000.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
25-34,Education,Marketing & Communications,68000.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
55-64,Media & Entertainment,Executive,148000.0,37000.0,United States,31 - 40 years,31 - 40 years,College degree,Woman,White
45-54,Education,Education & Training,58000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
35-44,Government,Executive,72000.0,4000.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Education,Management,114000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,223000.0,179600.0,United States,11 - 20 years,5-7 years,Master's degree,Man,White
35-44,Government,Data & Analytics,63000.0,,United States,11 - 20 years,5-7 years,Master's degree,Man,Asian or Asian American
35-44,Engineering & Manufacturing,Engineering & IT,103000.0,,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Engineering & Manufacturing,Management,175000.0,10000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Other,Strategist,62000.0,1000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
55-64,Tech,Management,112800.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Other,Executive,75000.0,0.0,United States,11 - 20 years,8 - 10 years,PhD,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Healthcare,Engineering & IT,51800.0,,Canada,8 - 10 years,2 - 4 years,College degree,,Black or African American
25-34,Government,Data & Analytics,76000.0,0.0,United States,8 - 10 years,5-7 years,PhD,Woman,White
55-64,Tech,Management,90000.0,0.0,United States,31 - 40 years,21 - 30 years,College degree,Woman,White
25-34,Tech,Management,135000.0,33750.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Management,50920.0,0.0,United States,2 - 4 years,1 year or less,Some college,Non-binary,"Hispanic, Latino, or Spanish origin"
65 or over,Education,Education & Training,108000.0,,United States,41 years or more,41 years or more,PhD,Woman,White
25-34,Education,Education & Training,30000.0,0.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Healthcare,Data & Analytics,112000.0,3000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Engineering & IT,72800.0,9000.0,United States,8 - 10 years,8 - 10 years,Some college,Man,White
25-34,Tech,Executive,51000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,Black or African American
25-34,Education,Education & Training,54000.0,0.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Education,Executive,114000.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
35-44,Tech,Engineering & IT,100000.0,15000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Human Resources,76000.0,12000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
45-54,Marketing,Executive,198000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Tech,Management,81000.0,15000.0,United States,11 - 20 years,5-7 years,Master's degree,Man,White
35-44,Finance,Executive,200000.0,60000.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Management,176000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
45-54,Marketing,Executive,115000.0,15000.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Consulting,Management,104164.0,10000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
35-44,Tech,Management,74000.0,2220.0,Canada,11 - 20 years,11 - 20 years,College degree,Woman,White
